"GEOID10","pop10"
"421010002001041",211
"421010005001020",0
"421010009011010",44
"421010006001019",0
"421010006001018",10
"421010009022001",411
"421010002001039",191
"421010005001033",0
"421010300006004",102
"421010356011024",90
"421010356011020",66
"421010356011010",39
"421010356011013",38
"421010356011000",69
"421010358002005",82
"421010357022006",254
"421010358001010",82
"421010358001025",94
"421010176022009",128
"421010177025008",173
"421010177021007",0
"421010163001000",16
"421010161002006",93
"421010161002007",166
"421019809001083",0
"421010191005004",81
"421010192005002",74
"421010192005000",159
"421010191005007",13
"421010160001006",57
"421010160003009",3
"421010378001035",0
"421010378003004",127
"421010378003005",92
"421010378003007",97
"421010180013007",50
"421010180023000",264
"421010180023020",97
"421010180012010",21
"421010180012005",104
"421010180012004",61
"421010180012012",37
"421010180012009",92
"421010344004000",17
"421010344004005",127
"421010356021003",61
"421010356022007",57
"421010320001003",201
"421010325001002",0
"421010325001004",78
"421010325003006",37
"421010325003000",46
"421010286002008",0
"421010288003000",0
"421010288003006",35
"421010184001020",2
"421010184001004",0
"421010292002035",0
"421010292003006",0
"421010372001016",0
"421010312002017",0
"421010334002019",0
"421010333003003",137
"421010290001000",0
"421010292001009",8
"421010292003013",0
"421010379003012",0
"421010390004022",0
"421010320006006",165
"421010323002006",89
"421010323003016",82
"421010321002007",139
"421010381001004",0
"421010325002009",130
"421010325004019",64
"421010268003011",4
"421010268003003",27
"421010268003012",39
"421010268003009",0
"421010268001011",294
"421010067006010",0
"421010050001002",0
"421010019002008",107
"421010019002016",21
"421010019002006",107
"421010021001003",48
"421010021002013",118
"421010125001020",0
"421010003001015",0
"421010125001025",0
"421010003001020",0
"421010125002021",0
"421010004022014",0
"421010007002004",31
"421010007002003",36
"421010004022004",274
"421010007002002",10
"421019801001000",3
"421010074004008",190
"421010074002014",30
"421010211002008",156
"421010211002005",0
"421010211002017",85
"421019801001044",0
"421010209004007",124
"421010211001008",76
"421010209003003",87
"421010207004023",0
"421019801001076",30
"421019801001089",0
"421010208002004",54
"421010207004017",0
"421010211001003",169
"421019801001075",2
"421010151022005",151
"421010151022020",70
"421010149004003",134
"421010149004004",113
"421010149003007",103
"421010054001015",0
"421010376002004",0
"421010369003030",0
"421019800001230",0
"421019800001232",0
"421010369003026",0
"421019801001035",0
"421010003002011",126
"421010180021000",133
"421010382001008",59
"421010382001022",37
"421010188001005",205
"421010382001004",31
"421010379002010",70
"421010379006016",0
"421010379002002",70
"421010379006017",57
"421010379004000",119
"421010190005011",100
"421010190003020",0
"421010382003003",0
"421010293002019",107
"421010294002008",29
"421010125001040",0
"421010015001007",156
"421010317004010",154
"421010317004009",0
"421010317005002",128
"421010319005000",163
"421010308004009",70
"421010306002002",170
"421010390001000",18
"421010132001007",17
"421010376002015",101
"421010141001012",0
"421010141001009",69
"421010131001002",69
"421010131001009",14
"421010376001004",0
"421010131002005",33
"421010131001019",0
"421010348023003",142
"421010348023005",123
"421010348023006",129
"421010348033002",121
"421010347023010",58
"421019802001070",0
"421010347022014",85
"421010348012008",66
"421010348012005",196
"421010039022009",0
"421010373001019",0
"421019807001106",0
"421010372001020",0
"421010018002018",5
"421010348022009",76
"421010347021015",0
"421010365022002",126
"421010365022012",64
"421010365022005",429
"421010365021012",3
"421010364001020",0
"421010015002030",24
"421010066001000",335
"421010365012004",59
"421010365012005",75
"421010365012020",172
"421010365011011",22
"421010270002018",63
"421010276003009",142
"421010282003003",146
"421010269001004",70
"421010271001003",45
"421010270001000",138
"421010270001004",50
"421010270002020",17
"421010270001007",42
"421010270001010",38
"421010275001007",155
"421010275004004",132
"421010274011002",148
"421010275002007",61
"421010271002005",181
"421010175005004",161
"421010175005002",165
"421010383001027",20
"421010175006005",0
"421010175006002",50
"421010175006006",126
"421010195011007",91
"421010195011006",0
"421010195011005",0
"421010176023008",0
"421010174001003",34
"421010175001010",91
"421010356021002",42
"421010344003002",202
"421010344002003",251
"421010356021019",114
"421010356011015",0
"421010357011009",210
"421010356022016",39
"421010356012001",41
"421010356012007",122
"421010335002014",133
"421010335002022",107
"421010314011007",171
"421010336003017",0
"421010334004000",107
"421010314014000",166
"421010313006001",197
"421010313001004",168
"421010313001002",77
"421010313002010",248
"421010314012004",79
"421010314023007",131
"421010314023005",133
"421010381001010",0
"421010381001006",0
"421010326003006",133
"421010325003009",15
"421010326004002",117
"421010325003016",0
"421010347013011",11
"421010347022006",0
"421010346001008",0
"421010346001004",0
"421010348021010",262
"421010348021007",337
"421019803001048",0
"421019803001045",0
"421019803001012",0
"421010365013003",0
"421010363022011",83
"421010363011022",0
"421010363012014",48
"421010363012002",86
"421010318004001",0
"421010318001002",0
"421010183001012",0
"421010381001034",0
"421010314022006",150
"421019801001004",0
"421010384002008",32
"421010387002015",0
"421010387002019",38
"421010386001000",54
"421019801001015",0
"421010241001005",12
"421010385002009",123
"421010386001004",20
"421010217001000",396
"421010216002015",201
"421010216001005",64
"421010217001008",85
"421010215001001",71
"421010113003004",142
"421010113002000",24
"421010119002009",168
"421010119003003",142
"421010119003005",42
"421010119003004",130
"421010112001000",148
"421010112001002",57
"421010137001004",30
"421010137001002",106
"421010137001007",72
"421010137003009",89
"421010137001001",89
"421010137002001",33
"421010216002003",0
"421010137002005",49
"421010137002012",28
"421010137002000",67
"421010069002007",0
"421010067001006",93
"421019809001078",0
"421019803001014",0
"421019809001086",0
"421019809001071",0
"421019809001113",0
"421019809001184",0
"421010307003002",150
"421019809001190",0
"421019809001177",0
"421010055003005",645
"421010056001001",0
"421010333001004",0
"421019809001089",0
"421010212001005",61
"421010213003006",97
"421010213003001",75
"421010210002002",123
"421010210001011",79
"421010210004006",19
"421010210004019",46
"421010210004018",0
"421010210004015",71
"421010004011010",0
"421010125003021",2
"421010003002020",50
"421010003002021",75
"421010065002009",91
"421010066003001",77
"421010063001002",158
"421010066003005",0
"421010066004002",68
"421010066004001",37
"421010066001003",154
"421010070003005",143
"421010067004001",48
"421010067007011",94
"421010067005005",87
"421010067006001",126
"421010067006006",66
"421010062002001",157
"421010096004007",75
"421010096003005",132
"421010096005002",106
"421010096004002",139
"421010096003003",119
"421010101002002",102
"421010101004011",79
"421010372004002",0
"421010373003001",0
"421019806001014",0
"421010268001003",71
"421010277006000",122
"421010277006001",66
"421010267005012",0
"421010265003002",164
"421010265004000",65
"421010267007001",103
"421010267007004",105
"421010267005005",135
"421010201013011",0
"421010201011011",25
"421010201013006",122
"421010201013005",112
"421010201021002",150
"421010201022001",101
"421010201011012",18
"421010203001009",0
"421010199003002",103
"421010203001012",19
"421010203001019",0
"421010024001003",91
"421010024001008",126
"421010024002000",124
"421010010012000",61
"421010390001001",30
"421010309001003",78
"421010309001000",110
"421010309001011",250
"421010311024003",152
"421010311021003",190
"421010342001000",199
"421010341006000",35
"421010353022004",411
"421010348032001",296
"421010353022017",41
"421010353012003",261
"421010362013000",222
"421010362014000",517
"421010362013003",323
"421010362023003",72
"421010175003006",93
"421010175003005",137
"421010175005001",95
"421010175005007",148
"421010175004000",0
"421010376001036",0
"421010376001038",1
"421010376001045",4
"421010005001027",0
"421010001002029",0
"421010001002041",0
"421010009022003",15
"421010011022005",143
"421010011022004",169
"421010015002037",68
"421010011021008",231
"421010009021010",63
"421010069001006",54
"421010011021007",90
"421010346001026",0
"421010345011001",105
"421019802001073",0
"421010347013016",166
"421010347013017",142
"421010347013019",106
"421010347013022",111
"421010347012005",88
"421010336001007",85
"421010314023011",231
"421010314023003",226
"421010314021010",0
"421010192002008",235
"421010192002001",69
"421010192003000",189
"421010177025001",160
"421010177025000",181
"421010177025010",144
"421010177023007",198
"421010178007000",26
"421010177013005",87
"421010177013007",172
"421010177011000",158
"421010178007003",75
"421010161002010",118
"421010178006014",7
"421010178006003",26
"421010178006000",85
"421010178006021",25
"421010178005008",176
"421010178004001",163
"421010178004000",149
"421010378002087",0
"421010378001033",0
"421010180011020",57
"421010291003000",0
"421010291003009",137
"421010292001014",136
"421010292001013",244
"421010291001010",0
"421010381001026",0
"421010315021012",0
"421010314021013",71
"421010315021000",0
"421010314021007",117
"421010334004017",234
"421010330007001",128
"421010330006006",119
"421010330002006",107
"421010330005000",164
"421010330005004",187
"421010330005003",185
"421010330005008",54
"421010326006007",72
"421010325004002",57
"421010330004013",9
"421010325004016",0
"421010381002040",0
"421010381002048",0
"421010381002034",46
"421010376001043",0
"421010001001018",0
"421010381002013",0
"421010347013012",0
"421010373001029",83
"421010363011004",0
"421010289025005",184
"421010289025006",228
"421010112001004",92
"421010111001003",0
"421010111004005",44
"421010111005003",57
"421010112004006",132
"421010168001009",6
"421010168001013",35
"421010168001014",121
"421010173002035",0
"421010173001006",80
"421010173002039",45
"421010173002057",0
"421010168006009",71
"421010168006012",106
"421010168004006",143
"421010152002017",72
"421010152001002",102
"421010168003000",72
"421010167012009",84
"421010167013003",145
"421019800001119",0
"421010110003003",92
"421010008041003",30
"421010008041004",28
"421010064003028",0
"421010003001003",0
"421010376002025",33
"421010376002034",0
"421010002001018",0
"421010002001053",0
"421010008042000",98
"421010006001012",0
"421019809001138",0
"421010036002000",0
"421010036002005",0
"421010252001003",169
"421010248001002",148
"421010249003002",94
"421010247002005",318
"421010375001002",111
"421010375001009",17
"421010117001010",111
"421010118005000",147
"421010118006004",101
"421010215004002",402
"421010214001009",0
"421010238003004",188
"421010239002002",0
"421010235001019",62
"421010239002004",0
"421010055003004",54
"421010207001004",115
"421010209004003",59
"421010120002012",26
"421010118001005",132
"421010119001002",55
"421010120001002",37
"421010120001005",17
"421010241001009",22
"421010240002008",99
"421010240004004",217
"421010240002010",47
"421010243001005",157
"421010243001002",69
"421010170002001",0
"421010247003005",0
"421010242001003",73
"421010242001002",138
"421010101004010",56
"421010101004009",58
"421010095004001",90
"421010095004006",67
"421010096003000",129
"421010095004008",84
"421010095003007",44
"421010095003009",105
"421010083013005",80
"421010083012001",627
"421010083022014",141
"421010083012003",126
"421010083012004",64
"421010083012009",142
"421010083023001",122
"421010172023007",71
"421010172024009",45
"421010172024007",73
"421010169011003",37
"421010169011010",0
"421010169013012",49
"421010169011015",94
"421010169013020",0
"421010169012010",76
"421010169012004",57
"421010151021000",0
"421010152002002",0
"421010202002005",60
"421010171001001",144
"421010171001000",96
"421010171004014",163
"421010171004019",61
"421010083022018",104
"421010083023002",35
"421010083023008",131
"421010084006002",169
"421010084003003",94
"421010082001004",120
"421010082001005",164
"421010082002004",149
"421010084005001",0
"421010081021000",131
"421010081021004",139
"421010082004006",81
"421010065005003",123
"421010172024001",115
"421010172011004",114
"421010200002008",0
"421010201012000",63
"421010200001004",14
"421010203001024",0
"421010199004013",30
"421010200001006",82
"421010167011006",123
"421010173002043",0
"421010173002054",109
"421010156001006",0
"421010157003018",10
"421010144002007",49
"421010144002015",14
"421010157002004",51
"421010144002003",10
"421010144002018",0
"421010157003005",17
"421010142002022",120
"421010144001003",67
"421010144001004",27
"421010142002031",121
"421010367002011",52
"421010010023007",432
"421010380002001",60
"421010380002000",44
"421010341001005",56
"421010342001006",249
"421010383001000",184
"421010288002004",94
"421010273001017",184
"421010290004001",142
"421010290001008",189
"421010289024007",149
"421010289025002",0
"421010238002005",41
"421019807001073",0
"421010016001015",58
"421010042013007",67
"421010042021019",0
"421010001002021",0
"421010001002034",143
"421010366001086",0
"421010334003004",14
"421010336002010",38
"421010334003012",111
"421010334003002",71
"421010334001000",51
"421010334001015",131
"421010333001013",19
"421010333002011",77
"421010334004018",79
"421010334004009",61
"421010276002002",138
"421010276003002",96
"421010274025004",220
"421010274023003",106
"421010274024000",169
"421010273005002",159
"421010274023000",12
"421010272003003",222
"421010272001000",250
"421010272002002",232
"421010291001002",0
"421010273002001",0
"421010165003016",0
"421010164004004",78
"421010164004002",70
"421010164004010",23
"421010164004014",159
"421010176012006",114
"421010176015009",84
"421010164001010",136
"421010289021012",0
"421010191001002",131
"421010191001001",161
"421010191004021",98
"421010360001037",44
"421010360001019",0
"421010344002013",58
"421019802001011",0
"421019802001019",0
"421019802001012",2
"421019802001026",0
"421010337024002",111
"421010337023001",139
"421010336001003",85
"421010337012004",288
"421010337013010",142
"421010345023005",13
"421010345012005",147
"421010345012004",272
"421010245002011",30
"421010281001003",162
"421010281001004",0
"421010356021005",0
"421010356022006",221
"421010333003001",0
"421010381001003",0
"421010334001002",2
"421010347013001",0
"421010347021001",14
"421010381002001",0
"421019891001012",0
"421010330004011",179
"421010330004005",87
"421010329002007",0
"421010329003005",209
"421010329003007",167
"421010329002008",6
"421010024002014",154
"421010028011004",72
"421010024002005",119
"421010028011002",88
"421010028013010",146
"421010027013006",179
"421010373002030",0
"421010050001068",0
"421010006001006",65
"421010012022003",45
"421010012022007",135
"421010012022009",75
"421010012022008",44
"421010219001002",51
"421010219001009",32
"421010217003008",82
"421010386001014",35
"421010217003007",0
"421019801001026",0
"421010387002020",50
"421010387002025",87
"421010387001007",47
"421010387001004",102
"421010257001002",76
"421010385001004",71
"421010231001012",10
"421010257002006",0
"421010231001006",89
"421010095001003",86
"421010102003006",136
"421010102003010",135
"421010094004008",30
"421010102002010",120
"421010112002004",33
"421010111003004",125
"421010103001003",133
"421010102002013",80
"421010206001003",158
"421010206001002",41
"421010207001006",43
"421010207001005",119
"421010207003011",82
"421010207003008",68
"421010081012007",0
"421010143001005",0
"421010207004045",0
"421019800001013",0
"421010207004043",0
"421019800001080",0
"421019800001082",0
"421010149001005",4
"421010149001008",70
"421010138001002",60
"421010169023013",1
"421010138002011",58
"421010138002024",14
"421010138002026",57
"421010138002018",106
"421010149001012",73
"421010138001017",53
"421010138002014",45
"421010242004000",181
"421010279022009",3
"421010139002017",14
"421010148001017",79
"421010139002009",1
"421010148001010",44
"421010139002010",0
"421010139002029",4
"421010140001003",30
"421010153003007",50
"421010167024007",74
"421010153002008",75
"421010147001002",103
"421010147001009",184
"421010147002003",160
"421010147002011",59
"421010135003003",112
"421010172021003",129
"421010171002004",120
"421010172021002",95
"421010172024003",135
"421010171003020",0
"421010003002018",165
"421010003002017",127
"421010007003009",42
"421010008011010",48
"421010007003011",137
"421010008031003",75
"421010004011017",0
"421010007001000",139
"421010004022021",580
"421010008032002",18
"421010012014008",77
"421010012012010",61
"421010012014005",86
"421010013005002",33
"421010036004006",62
"421010013004002",58
"421010013002003",43
"421019805001012",0
"421010037023007",0
"421010207004025",0
"421010032001006",68
"421010032005000",117
"421010082006003",154
"421010083021004",143
"421010083021003",67
"421010082001003",155
"421010082006005",164
"421010207004012",20
"421010138002005",56
"421010138002004",42
"421010364001036",0
"421010138001018",14
"421010139001008",54
"421010139001009",42
"421010060001015",159
"421010060001019",0
"421010060005005",131
"421010060001016",167
"421010060003005",147
"421010060001022",19
"421010212002001",40
"421010213004005",148
"421010115003007",123
"421010101006003",146
"421010114005005",169
"421010114006014",117
"421010118004005",0
"421010114004004",145
"421010101007001",134
"421010101003004",125
"421010114002006",117
"421010113001003",235
"421010100002001",173
"421010032003003",123
"421010082005005",64
"421010082005000",81
"421010082001001",146
"421010084006005",52
"421010083024001",116
"421010084005004",112
"421010083022012",52
"421010083024006",124
"421010081023001",167
"421010081023002",138
"421010083021008",121
"421010019002002",104
"421010019002004",99
"421010021002014",76
"421010014001012",84
"421010019002011",69
"421010125001017",0
"421010125001021",144
"421010003001013",5
"421010003001026",0
"421010004022020",136
"421010007002010",114
"421010008033000",7
"421010008041001",439
"421010003001044",13
"421010219001015",40
"421019801001012",0
"421019801001013",0
"421019801001005",0
"421010012011003",0
"421010033005001",54
"421010020002011",74
"421010033003007",77
"421010033001002",117
"421010020002005",46
"421010028024009",107
"421010040011009",59
"421010040011002",103
"421010028023005",124
"421010028023009",130
"421010041014003",136
"421010041014001",0
"421010039012010",144
"421010039012009",68
"421010039021000",90
"421010039022002",115
"421010040023019",32
"421010040013012",115
"421010040012006",130
"421010040012007",113
"421010040023002",67
"421010040023014",72
"421010040023021",136
"421010246002009",161
"421010246003007",67
"421010254001000",95
"421010254001003",87
"421010389001004",89
"421010098023008",120
"421010375002007",59
"421010098011001",62
"421019808001031",0
"421010098022005",226
"421010384002000",42
"421010384002002",113
"421010384002017",112
"421010384002021",0
"421010220001014",52
"421010384002020",0
"421010191005002",172
"421010191003005",186
"421010191003003",165
"421010382003021",0
"421010190004006",241
"421010190001006",253
"421010190005005",92
"421010190003015",0
"421010190005010",101
"421010382003031",185
"421010188004005",164
"421010050001070",0
"421010264004002",167
"421010266007000",144
"421010266004002",173
"421010284004023",0
"421010284004028",124
"421010197006003",104
"421010300002007",51
"421010300002001",96
"421010298001007",57
"421010300003009",56
"421010299004001",60
"421010300003008",39
"421010299001002",22
"421010299001000",63
"421010299004009",127
"421010299003006",152
"421010317004012",163
"421010317005003",120
"421010317001006",161
"421010319005006",102
"421010316007011",144
"421010316007003",112
"421010308003011",182
"421010308003012",149
"421010306002006",74
"421010306002001",70
"421010390006000",41
"421010309001001",42
"421010342002011",95
"421010341006001",179
"421010342001002",118
"421010341006004",79
"421010341005006",119
"421010341001004",56
"421010340001000",41
"421010383001003",0
"421010331021007",107
"421010278004009",100
"421010390001012",0
"421010287002005",18
"421010142002030",56
"421010015002042",0
"421010379006019",51
"421010039024017",0
"421010039024027",0
"421010373001013",0
"421010040023006",0
"421010125002008",102
"421010125002012",14
"421010040024002",0
"421010040014009",0
"421010125002009",591
"421010029002006",0
"421010348023007",223
"421010348031014",306
"421010349001013",0
"421010349004011",96
"421019891001010",95
"421010349002012",0
"421010349003007",8
"421010349002011",142
"421010349001004",148
"421010349001006",141
"421010329001009",0
"421010367001034",0
"421010074002001",73
"421010033002039",0
"421019800001002",0
"421010369002021",0
"421019800001063",0
"421010033002007",0
"421019800001144",0
"421010388004015",0
"421010170001006",0
"421010369001020",0
"421010333001001",0
"421010347011014",0
"421010372001007",51
"421010347021011",174
"421010348013005",123
"421010381001041",0
"421010216002017",0
"421010212002002",26
"421010207004036",67
"421010170001002",37
"421010032003009",0
"421010033002012",0
"421019809001232",0
"421010069001002",0
"421019809001026",2
"421010062004010",66
"421010062004012",171
"421010062001000",122
"421010062003000",95
"421010062004015",102
"421010054001003",0
"421010061002000",166
"421010067002006",147
"421010061002009",0
"421010069003005",0
"421010067007001",40
"421010067007014",98
"421010260001002",82
"421010260001009",108
"421010260001003",84
"421010263012001",70
"421010260002003",172
"421010262002002",195
"421010263011002",196
"421010262003000",149
"421010262004003",81
"421010262003003",119
"421010169022012",16
"421010169013019",0
"421010151023011",74
"421010151023002",47
"421010151022003",32
"421010151022000",82
"421010172023002",121
"421010169021007",83
"421010169013006",81
"421010172023008",39
"421010133002022",78
"421010133001004",80
"421010133002024",0
"421010007003004",0
"421010004011021",2
"421010003002005",481
"421010056001004",0
"421010065003005",142
"421010066003000",115
"421010063001005",125
"421010066004000",79
"421010066004009",142
"421010066004010",143
"421010062002000",194
"421010100001009",134
"421010096003002",161
"421010101007005",103
"421010101004000",54
"421010101004007",58
"421010096001002",126
"421010112004004",109
"421010096002002",138
"421010009021003",32
"421010011021001",0
"421010345012007",80
"421010345022008",178
"421010345012006",584
"421010345011002",134
"421010347012000",675
"421010347013020",114
"421010347012006",102
"421010334003001",137
"421010334004006",78
"421010334001012",102
"421010337013016",84
"421010333003013",0
"421010333002012",83
"421010333003016",38
"421010282001007",0
"421010276002001",181
"421010270002014",87
"421010274025001",211
"421010274021003",160
"421010274012005",124
"421010274024011",125
"421010274021001",185
"421010274021008",199
"421010273005001",124
"421010273004004",221
"421010273001012",124
"421010273001014",160
"421010191004024",111
"421010191002003",147
"421010360001022",68
"421010360001021",166
"421010360001020",0
"421010344002005",83
"421010344001012",112
"421010337024003",83
"421010337022001",122
"421010337012001",161
"421010336001000",81
"421010336001012",71
"421010345012003",58
"421010355002013",54
"421010280003000",129
"421010280003007",139
"421010281001002",157
"421010281001008",134
"421010281002012",0
"421010280004001",167
"421010280003015",19
"421010281003008",60
"421010281002016",60
"421010205001027",70
"421010204001006",0
"421010280001006",135
"421010204001011",0
"421010205001026",105
"421010205001035",117
"421010202005008",29
"421010205002002",67
"421010381002019",0
"421010061001018",25
"421010329004003",92
"421010028012009",154
"421010041011006",106
"421010027012003",105
"421010027012007",98
"421010027012004",54
"421010027012006",71
"421010042014006",137
"421010027011002",121
"421010027021014",21
"421010025001013",65
"421010027021006",13
"421010027023002",76
"421010313002013",61
"421010023001002",171
"421010002001016",2
"421010002001037",211
"421019809001006",0
"421010055001017",0
"421010294003007",31
"421010107002024",13
"421010108002003",28
"421010092002001",77
"421010092002000",128
"421010108004001",96
"421010108004010",26
"421010091003004",63
"421010092002007",5
"421010091003000",31
"421019800001054",0
"421019800001133",0
"421019800001053",0
"421010151011004",44
"421010151011005",27
"421010149006014",28
"421019800001167",0
"421010137005001",0
"421010011013009",71
"421010011012008",140
"421010015002017",134
"421010015002007",62
"421010011013011",37
"421010011013012",43
"421010011013010",37
"421010118002002",188
"421010119004003",47
"421010118002005",190
"421010246001004",59
"421010240004001",151
"421010240003000",72
"421010242002004",158
"421010240003001",23
"421010240003002",61
"421010242002005",99
"421010243001001",95
"421010170002014",2
"421010205002018",0
"421010246001000",74
"421010246001005",133
"421010242001004",79
"421010242002002",213
"421010242004002",144
"421010245004004",147
"421010244003006",93
"421010244003005",170
"421010245003011",27
"421010245003003",88
"421010139002015",60
"421010139002018",37
"421010139002023",87
"421010139002027",60
"421010148001014",7
"421010139002004",1
"421010148001016",19
"421010139002031",36
"421010376002059",31
"421010002001004",0
"421010002001035",54
"421010005001004",188
"421010005001023",15
"421010002001057",111
"421010300006005",79
"421010365012003",43
"421010358002010",159
"421010358003007",209
"421010358001014",60
"421010353022011",42
"421010358001002",56
"421019809001203",8
"421010359001000",911
"421010365012010",44
"421010365012008",39
"421010365011000",8
"421010365011018",20
"421010365013007",74
"421010365011009",41
"421010276002005",0
"421010269002007",101
"421010269002010",102
"421010269002009",58
"421010269002012",162
"421010299002000",87
"421010298004012",66
"421010298004016",95
"421010311012003",37
"421010311011006",150
"421010311012005",93
"421010313004005",179
"421010310004005",173
"421010310003002",69
"421010313003005",78
"421010335001001",92
"421010335001002",91
"421010336003001",155
"421010336003003",96
"421010336003010",123
"421010336003008",142
"421010335003003",65
"421010335003004",56
"421010335002004",48
"421010335002009",24
"421010336003016",327
"421010176021012",193
"421010176022008",90
"421010177024008",35
"421010178006019",0
"421010163001006",89
"421010161003001",97
"421010161002005",85
"421010161003005",31
"421010177024013",53
"421010177022011",53
"421010192006001",148
"421010292002028",0
"421010292002016",0
"421010292002002",0
"421010292003007",0
"421010292003004",0
"421010390004021",0
"421010390004014",0
"421010320004004",65
"421010321001002",141
"421010381001002",0
"421010325004020",197
"421010325004018",0
"421010381002070",0
"421010330006003",122
"421010326003008",127
"421010325003012",26
"421019802001032",0
"421010348012012",0
"421010346001003",0
"421019809001105",0
"421019803001051",0
"421019803001047",0
"421019803001040",0
"421010363021007",0
"421010362021007",0
"421010183003031",0
"421010183003037",0
"421010318001013",45
"421010183003000",0
"421010257001000",94
"421010385001006",49
"421010385002018",6
"421010231001007",22
"421010231001004",125
"421010257003005",77
"421010257003006",90
"421010102001004",87
"421010102002005",105
"421010102001000",149
"421010112002003",173
"421010102003005",144
"421010094004001",86
"421010094004009",96
"421010094004004",122
"421010094004014",147
"421010102002003",202
"421010094004011",88
"421010094002011",206
"421010112002005",139
"421010103001002",84
"421010103001000",71
"421010102002001",88
"421010102002015",47
"421010094002009",71
"421010094002013",87
"421010093005002",0
"421010103002013",0
"421010093005001",130
"421010093005011",124
"421019800001155",0
"421010039022003",100
"421010040023005",85
"421010039022015",0
"421010040023004",116
"421010139001010",57
"421010136012011",37
"421010137004006",114
"421019800001185",0
"421010136023003",103
"421019800001180",0
"421019800001021",0
"421010212002005",120
"421010210001005",138
"421010210001010",85
"421010210001007",99
"421010210005004",107
"421010152002025",71
"421010120002000",266
"421010120002002",105
"421010120002014",22
"421010118001006",125
"421010119005002",85
"421010120002003",63
"421010241001008",352
"421010100001008",80
"421010101005004",95
"421010096005005",140
"421010172021008",137
"421010172021009",75
"421010169024005",120
"421010169021000",79
"421010169023005",113
"421010169021010",119
"421010169022006",0
"421010169022007",156
"421019801001011",0
"421010384001007",31
"421010387002014",17
"421019808001030",0
"421010387002016",195
"421010385002006",30
"421010387002013",10
"421010385001000",78
"421019801001016",0
"421010218002007",43
"421010218002008",107
"421010217002000",107
"421010217002009",33
"421010217003003",142
"421010389001003",221
"421010389001001",139
"421010248001000",104
"421010246002003",127
"421010246002006",71
"421010246002007",54
"421010247005001",0
"421010074003003",132
"421010074002019",27
"421010212002006",90
"421010211002001",63
"421010211002013",30
"421010210003004",112
"421010209001004",133
"421010211001007",141
"421010211001005",146
"421010209002003",140
"421010207004015",0
"421010208002002",93
"421010149006000",0
"421010151022001",105
"421010137004001",32
"421010137001006",48
"421010137003002",128
"421010137002015",12
"421010151022014",80
"421010149003003",90
"421010138001004",51
"421010149003009",68
"421010284004026",117
"421010198005002",171
"421010198004001",194
"421010197001010",200
"421010197001011",218
"421010197002000",194
"421010383003012",54
"421010201011006",60
"421010201011021",124
"421010201023006",0
"421010201011010",81
"421010377002002",110
"421010377002007",60
"421010377002028",27
"421010162002015",35
"421010377002033",70
"421010144003002",119
"421010144003001",70
"421010144003009",115
"421010162002004",19
"421010162002021",123
"421010156002013",44
"421010156001001",68
"421010060001018",0
"421010162002026",0
"421010157001012",82
"421010188004001",88
"421010382001012",0
"421010180021003",55
"421010188002003",47
"421010188002006",131
"421010188001008",153
"421010188001007",145
"421010290003005",35
"421010290003011",0
"421010290003008",87
"421010290003006",60
"421010290003014",85
"421010290003016",75
"421010289024008",141
"421010289024006",142
"421010291003007",104
"421010289023001",215
"421010288002003",0
"421010288002006",102
"421010289012006",114
"421010289012008",116
"421010383001042",0
"421010289022009",258
"421010289013000",130
"421010162001006",33
"421010157001013",112
"421010161001015",72
"421010161004009",37
"421010161001006",0
"421010161001026",27
"421010161001035",0
"421010161001040",11
"421010161001048",0
"421010157003040",30
"421010157003031",14
"421010158001003",72
"421010158001011",71
"421010158001010",70
"421010158002010",148
"421010365022009",52
"421010365022008",57
"421010365021021",53
"421010365021013",1
"421010365021014",2
"421010365012021",37
"421010360001006",8
"421010360001027",57
"421010361002001",0
"421010372004020",0
"421019807001043",0
"421010384001004",101
"421010015002011",0
"421010125001029",0
"421010004022002",0
"421010205001025",0
"421010376002051",0
"421010376002010",8
"421010165002004",1
"421010376001054",0
"421010376001033",0
"421010204003018",0
"421010361003009",440
"421010361003003",215
"421019800001038",0
"421019800001031",0
"421019800001210",0
"421010373002038",0
"421019800001165",0
"421010331012007",0
"421010331011011",137
"421010331011002",119
"421010331012006",122
"421019802001075",0
"421010331014005",99
"421010331014009",129
"421010331013004",188
"421010331012002",180
"421010331014001",120
"421010331013001",102
"421010355002004",54
"421010355002029",48
"421010345022004",48
"421010347012001",140
"421019803001053",0
"421010090004001",184
"421010137002008",52
"421010138001012",93
"421010262001005",57
"421010262004008",55
"421010263011007",121
"421010263013001",69
"421010263013005",100
"421010264006001",129
"421010264007000",117
"421010264007003",105
"421010071024002",55
"421010073004002",40
"421010073004001",48
"421010073004014",140
"421010073002000",89
"421010071023007",99
"421010071023006",145
"421010071022004",172
"421010071011001",115
"421010071011006",124
"421010070004001",156
"421010085001000",161
"421010086023001",188
"421010086021008",8
"421010086022003",155
"421010086022002",335
"421010086011001",0
"421010079004003",118
"421010086022005",261
"421010353022002",379
"421019809001017",0
"421010033002027",41
"421010083022003",156
"421010096001010",54
"421010095001006",0
"421010083013009",130
"421010169013010",134
"421010172022000",110
"421010169011002",79
"421010169011016",0
"421010169011007",42
"421010169012007",55
"421010151021004",45
"421010151021006",18
"421010151021009",24
"421010169012008",57
"421010151021001",0
"421010151021008",0
"421010171003002",0
"421010171003000",0
"421010171003019",67
"421010172021004",124
